"uri","component_id","display_string","iso_language_code","language","acquistions_note"
archives.yale.edu/repositories/11/archival_objects/2405583,P.CtYBR inv. 5133 qua,Document,grc,"Greek, Ancient (to 1453)","1997a"
archives.yale.edu/repositories/11/archival_objects/2401874,P.CtYBR inv. 2780,Document,egy,Egyptian (Ancient),"1965a"
archives.yale.edu/repositories/11/archival_objects/2401671,P.CtYBR inv. 2408 qua,Uncertain genre,ara,Arabic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2401292,P.CtYBR inv. 1657(A) fol,"Account, Roman",grc,"Greek, Ancient (to 1453)","1935"
archives.yale.edu/repositories/11/archival_objects/2402404,P.CtYBR inv. 3450,Document (?),grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2403084,P.CtYBR inv. 2901,"Document (?), Byzantine CE vi [TCP]",cop,Coptic,"1964"
archives.yale.edu/repositories/11/archival_objects/2400134,P.CtYBR inv. 798(A),"Document, Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2400801,P.CtYBR inv. 1279,"Document, Byzantine CE vi [CBW]",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2401453,P.CtYBR inv. 1917,Document,cop,Coptic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2399397,P.CtYBR inv. 234,"Letter, Roman CE ii [HIB]",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report.| P.CtYBR inv. 213-239, 241-278, 281-295, and 2155-2188 were purchased by Harold Idris Bell and William Linn Westermann from Maurice Nahman in Cairo, late 1926.| The manuscripts were brought to Yale from the British Museum between 9 May and 11 October 1927."
archives.yale.edu/repositories/11/archival_objects/2404416,P.CtYBR inv. 4825,Literary work,egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2403046,P.CtYBR inv. 1868,"Document, Byzantine-Medieval CE vi-vii [TCP]",grc,"Greek, Ancient (to 1453)","1964"
archives.yale.edu/repositories/11/archival_objects/2402684,P.CtYBR inv. 3811 qua,"Document, Ptolemaic-Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2402295,P.CtYBR inv. 3351,Document,grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2402956,P.CtYBR inv. 1791(first text) fol,"Magical text, Byzantine-Medieval CE vi-vii [TCP]",cop,Coptic,"1964"
archives.yale.edu/repositories/11/archival_objects/2400325,P.CtYBR inv. 968,"Document, Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2405471,P.CtYBR inv. 5003,Document,cop,Coptic,"1997a"
archives.yale.edu/repositories/11/archival_objects/2400021,P.CtYBR inv. 696,"Contract, Roman CE iii 230/1 or 262/3 [A.BEN]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2400880,P.CtYBR inv. 1338(B),"Document, Byzantine CE iv (Oct 16 or 17) [CBW]",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2400964,P.CtYBR inv. 1402,"List, Roman CE ii-iii (?) [NL]",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2403461,P.CtYBR inv. 2708,"Document, Medieval CE viii [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2405287,P.CtYBR inv. 4715(A),"Account, Roman",grc,"Greek, Ancient (to 1453)","1996a"
archives.yale.edu/repositories/11/archival_objects/2405035,P.CtYBR inv. 5866,"Uncertain genre, Byzantine",cop,Coptic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2402339,P.CtYBR inv. 3392,Document,cop,Coptic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2402447,P.CtYBR inv. 3499,Literary work (?),grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2404331,P.CtYBR inv. 4742,Uncertain genre,,,"1992b"
archives.yale.edu/repositories/11/archival_objects/2402594,P.CtYBR inv. 3719,"Document, Byzantine",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2399722,P.CtYBR inv. 443,"Registration, Roman CE 83, Aug [GMP]|Roman CE 55, Aug 29-56, Aug 29 [AM]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2401419,P.CtYBR inv. 1888,Document,egy,Egyptian (Ancient),"1965a"
archives.yale.edu/repositories/11/archival_objects/2404546,P.CtYBR inv. 4956,Literary work (?),egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2403123,P.CtYBR inv. 2940,"Literary work, Byzantine-Medieval CE vi-vii [TCP]",cop,Coptic,"1964"
archives.yale.edu/repositories/11/archival_objects/2404134,P.CtYBR inv. 4401,Document,cop,Coptic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2403279,P.CtYBR inv. 3065,"Document (?), Byzantine-Medieval CE vi-vii [?]",grc,"Greek, Ancient (to 1453)","1966b"
archives.yale.edu/repositories/11/archival_objects/2403941,P.CtYBR inv. 4233,"Document, Roman",lat,Latin,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404192,P.CtYBR inv. 4454,"Account, Ptolemaic",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2402862,P.CtYBR inv. 2217,Document,cop,Coptic,"1945"
archives.yale.edu/repositories/11/archival_objects/2401316,P.CtYBR inv. 3562,Literary work (?),egy,Egyptian (Ancient),"1993a"
archives.yale.edu/repositories/11/archival_objects/2401884,P.CtYBR inv. 2790,Contract [SPV],egy,Egyptian (Ancient),"1965a"
archives.yale.edu/repositories/11/archival_objects/2399442,P.CtYBR inv. 277,"Petition, Roman CE ii (ca. 121-124?) [HIB]|Roman CE late 119-early 121[PRR]",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report.| P.CtYBR inv. 213-239, 241-278, 281-295, 2155-2188 were purchased by Harold Idris Bell and William Linn Westermann from Maurice Nahman in Cairo, late 1926. The manuscripts were brought to Yale from the British Museum between 9 May and 11 October 1927."
archives.yale.edu/repositories/11/archival_objects/2404612,P.CtYBR inv. 5347 (A-B),"Document (?), Medieval",ara,Arabic,"1992b"
archives.yale.edu/repositories/11/archival_objects/2399225,P.CtYBR inv. 72,"List, Byzantine-Medieval CE vi-vii [HIB] | Byzantine CE 619-619 [KAW]",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report. P.CtYBR inv. 72 was purchased by Harold Idris Bell from Hamed Hamid in Edfu, 7 December 1926."
archives.yale.edu/repositories/11/archival_objects/2405795,P.CtYBR inv. DP 3(B) fol,"List, Roman CE 251",lat,Latin,
archives.yale.edu/repositories/11/archival_objects/2401985,P.CtYBR inv. 2950,Document (?),egy,Egyptian (Ancient),"1965a"
archives.yale.edu/repositories/11/archival_objects/2404381,P.CtYBR inv. 4790,"Document, Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405285,P.CtYBR inv. 3680(B),"School exercise, Byzantine CE vi-vii",grc,"Greek, Ancient (to 1453)","1994a"
archives.yale.edu/repositories/11/archival_objects/2400970,P.CtYBR inv. 1405 qua,"Document, Roman [GMP? NL?]",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2405858,P.CtYBR inv. DP 51,"Letter, Roman CE ca. 220-230 [CBW]",lat,Latin,
archives.yale.edu/repositories/11/archival_objects/2405767,P.CtYBR inv. 5019,"Literary work, Ptolemaic",grc,"Greek, Ancient (to 1453)","1998b"
archives.yale.edu/repositories/11/archival_objects/2403301,P.CtYBR inv. 2339,Document (?),cop,Coptic,"1965b"
archives.yale.edu/repositories/11/archival_objects/2405760,P.CtYBR inv. 5000:3 qua,"Literary work, Byzantine",cop,Coptic,"1998a-2"
archives.yale.edu/repositories/11/archival_objects/2403682,P.CtYBR inv. 3953,"Account (?), Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2399154,P.CtYBR inv. 35(A) qua,"Literary work, Roman CE early i [BPG]",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1901: Donated by the Egypt Exploration Fund, January 1901. From the Egypt Exploration Fund's excavations. Horde includes P.CtYBR inv. 1, 7, 8, 14-16, 30-33, 35, 37, 40-43, 2190."
archives.yale.edu/repositories/11/archival_objects/2403342,P.CtYBR inv. 2604 qua,"Letter, Medieval CE viii [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2402534,P.CtYBR inv. 3648 qua,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2399345,P.CtYBR inv. 188,"Account, Roman (CE 234-237?) [HIB]",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report.| P.CtYBR inv. 168-212, and 2147-2154, were purchased by Francis Willey Kelsey and David L. Askren from Tadaros in Medinet el-Faiyum, late 1926 or early 1927. The manuscripts were brought to Yale from the British Museum between 9 May and 11 October 1927."
archives.yale.edu/repositories/11/archival_objects/2404854,P.CtYBR inv. 5684,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2403147,P.CtYBR inv. 3000,Document (?),grc,"Greek, Ancient (to 1453)","1964"
archives.yale.edu/repositories/11/archival_objects/2399605,P.CtYBR inv. 346,Document,grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2403098,P.CtYBR inv. 2915,"Literary work (?), Byzantine CE vi [TCP]",cop,Coptic,"1964"
archives.yale.edu/repositories/11/archival_objects/2402558,P.CtYBR inv. 3682 qua,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2403278,P.CtYBR inv. 3064,"Document, Byzantine-Medieval CE vi-vii [?]",grc,"Greek, Ancient (to 1453)","1966b"
archives.yale.edu/repositories/11/archival_objects/2399429,P.CtYBR inv. 264,"Recto, Account|Verso, Account, Roman-Byzantine",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report.| P.CtYBR inv. 213-239, 241-278, 281-295, and 2155-2188 were purchased by Harold Idris Bell and William Linn Westermann from Maurice Nahman in Cairo, late 1926. |The manuscripts were brought to Yale from the British Museum between 9 May and 11 October 1927."
archives.yale.edu/repositories/11/archival_objects/2404960,P.CtYBR inv. 5791,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2403049,P.CtYBR inv. 1871,"Document, Byzantine-Medieval CE vi-vii [TCP]",cop,Coptic,"1964"
archives.yale.edu/repositories/11/archival_objects/2403736,P.CtYBR inv. 4003(A),"Account, Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401975,P.CtYBR inv. 2880,Document,egy,Egyptian (Ancient),"1965a"
archives.yale.edu/repositories/11/archival_objects/2405009,P.CtYBR inv. 5840,Uncertain genre,grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401349,P.CtYBR inv. 3589,Letter (?),cop,Coptic,"1993a"
archives.yale.edu/repositories/11/archival_objects/2403399,P.CtYBR inv. 2651 qua,"Letter, Medieval CE viii [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2403677,P.CtYBR inv. 3948(B),"Document, Roman",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401389,P.CtYBR inv. 2207,Document (?),grc,"Greek, Ancient (to 1453)","1937"
archives.yale.edu/repositories/11/archival_objects/2400846,P.CtYBR inv. 1314,"Document, Roman CE 161-162",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2401428,P.CtYBR inv. 1896,Document (?),cop,Coptic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2399269,P.CtYBR inv. 116,"Recto, Document|Verso, Account, Roman CE iii [HIB]",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report.| P.CtYBR inv. 113-133, 2068-2075 were purchased by Bell in el-Minya and Akhmim, on 29th November and 3rd December 1926."
archives.yale.edu/repositories/11/archival_objects/2400286,P.CtYBR inv. 931(A),"Document, Roman CE iii [MIR]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2405843,P.CtYBR inv. DP 39(A),"Document, Roman CE 220-230 [CBW]",lat,Latin,
archives.yale.edu/repositories/11/archival_objects/2403441,P.CtYBR inv. 2691(A),"Receipt, Medieval CE ix [NA]",ara,Arabic,"1965c"
